"ind1","ind2","ind3"
11.9323132507809,1.8029301130218,4.73132956206368
7.4109660449676,0.623264823317335,4.47806997022569
4.48558643257233,2.53289898596117,1.67694868754063
2.73441466012259,4.56610701004672,4.59016208237239
5.05829452951141,1.84820115929066,2.77655509395687
12.1073397311783,6.39748393621138,5.52613675597412
4.02376608770958,2.86310635079067,2.13784996399548
4.72424993683031,0.216941149641691,3.58279238517177
3.48372494306411,1.50013476407562,1.45427125172385
5.77720851973093,2.75467544928366,1.32480005238557
6.71107406415036,3.31829628373278,4.77156403924814
15.1144599879334,5.05666705911532,4.22245707939287
8.36082502005297,4.36004043795378,3.27595043358202
9.86066075713431,4.90298031330776,2.83663845353296
6.22787953986378,5.76996542767533,2.32583526631423
8.74006735418326,6.81279554449314,4.36669247164985
5.14341782420221,4.13436163240853,2.4279819369334
8.24903923526606,5.31135033189124,3.61392470749296
6.30612604993067,7.76532576328303,4.47895428190796
6.15288890970405,3.86089030205068,3.57564301338303
10.0836565966139,5.49994893146172,3.16429960803213
5.09758274034906,2.45812865871662,3.46211458952693
5.70001273001123,3.58942184735845,3.00996968897613
7.93952297604691,7.64697489119337,2.39689182711803
7.13289069590315,2.89029225709406,3.23537214867703
5.15103093164331,3.70257208439652,2.91413750640992
4.48388793355972,2.84930715098979,3.69538230962786
9.05432220729122,4.95307339384232,3.04250711548816
9.06513042157217,4.1478291933741,4.88004564680046
5.30804573290279,4.29921497480647,2.99673986014906
7.7360409212208,4.30702840087037,3.29844338897569
9.99562576005936,1.81834355443707,3.47321434144529
8.35482776937172,5.63014922621115,5.0183293194869
1.24679498037152,0.697696274738908,1.94669890437777
7.13014023842928,3.77622619799092,4.80772981254191
2.08126928006041,5.09779790364794,1.83642157736083
14.5926825847395,4.89670651959531,5.26743787637694
7.74415321508501,4.49408493446144,4.78492376617511
7.19378492095095,3.50289742942411,2.88122924671126
11.3496793193864,4.51433708175955,5.72079888140794
4.14268337570065,3.2410390184236,2.49011977246527
4.34976273459605,2.54519211547585,4.2571753079207
6.36036471872722,3.74149660228339,4.48783742747158
7.58045938388478,4.99715201216239,3.20566606020544
4.06821817763225,4.19103753971636,2.02488216400354
8.44654810426881,3.82706955042877,4.54392377634659
9.5111373546207,6.50656646550341,4.85690760211133
4.96685512766287,2.42920607554445,2.4886147659369
8.25824426121169,3.42722982889643,3.218976563585
9.38530315174846,2.86294928601296,4.76696262647845
7.34144025383789,1.10274195837908,2.98288912829948
5.90843426209958,3.08265635360766,3.20558965475593
10.5229129348004,1.96323903701626,5.71776896977463
11.7603013814604,1.23499706061131,4.65666250377728
4.91787827804654,5.97450288598717,3.56323958203128
3.930285192451,2.83556352500176,1.72337519229715
12.6724673850694,7.95379671311564,5.75914653449217
7.08313653936484,3.37267333593588,4.44462798218377
6.36485488729331,3.47324838662323,3.1621873431232
11.3703265450964,2.81956724749225,5.40222493927468
11.0558985839455,0.0847441689219655,5.25446342185008
10.5284250452773,5.56383417719702,2.96284351555038
6.78560085797571,5.07059326569364,3.22288818760928
9.35153725406515,4.88226107450287,3.58595538912907
8.8081720926379,-1.28526278314353,4.68827761185913
8.13076878837019,2.80928888685654,5.58057008367255
11.9964469041302,5.65981641005277,5.60146592945703
9.01511105200453,10.741041708595,5.51967951430178
11.7300376117954,4.5412166155723,6.15849348602685
9.26840418861757,4.59037938353524,4.94280764488132
5.16996079181777,5.38509211353057,3.76390247633684
5.14279729175669,7.14203856470871,1.55520318068773
8.50281092745931,4.52729443606498,2.61913055086604
4.78488790644552,1.7199693987273,3.37612208300757
10.9829450774783,5.20333549138176,3.89873231228227
6.12201681804735,3.41332990814708,2.60573978919877
12.1919472794967,4.72639512910044,5.85612319318477
6.87033348481385,2.85170557633541,2.68339940438982
11.8148038235909,6.29987604751714,5.85833921218232
5.25370948598245,1.06674271539832,3.33691279553216
15.6238336991875,7.08022260280794,5.46203254570719
6.25076486670144,6.19582849045988,6.57325610227811
15.4849670937232,4.25035108629648,5.51894215665123
9.54481651015007,5.04833884734627,4.12687432281931
9.69824525580372,3.57188805589129,2.96898602914021
11.727394856067,6.78893558130179,4.57544952341411
7.37346545227639,6.69769231016078,2.89997835149599
6.61567073399292,1.87401954603994,3.03951263896307
13.0010450931235,5.10998877249858,4.76562287231059
-0.139173213198021,4.04033588828402,1.37469099235448
4.97228177184862,0.0775530695694822,3.79128475065578
8.78301467702447,4.6980616677291,5.03425588342595
7.7098865673748,8.3194871495684,3.23476655998824
2.84923890013056,2.61809520933429,2.38500802708401
10.9740436800279,3.66160984539883,3.91893372597472
8.72069343407556,2.10427358881798,3.32282754690799
12.0097834660108,5.9877438450284,4.65517533887512
12.9331393189209,7.91191830434147,4.96874841237006
12.1392660979517,5.56638039672278,4.52515261526972
7.93161232197492,3.77477199547421,4.68633540409045
4.87438603153481,1.42903981705827,0.848649916152282
8.95609629197939,3.25002101477758,2.67278214948217
8.29351765527101,6.95967302289291,2.70682431966385
6.42221945812486,2.15817339773803,3.40552449989931
7.60806185963631,5.56229953052711,2.84327469665448
9.84402661575317,4.09012793002501,4.30478050994712
8.05793982085553,5.47949534886799,4.4896683079947
6.60842176016766,6.52184606970742,3.62276357394954
4.36812598714016,-0.0112609772432908,2.7034147252737
7.95618031564335,4.14783830941111,2.34245199114133
6.01355933990096,3.68624498759717,4.84698571393859
6.92672297950469,5.15659905571507,2.87168075283231
6.2039922159391,2.79031505857382,2.32935810370108
9.13540588400488,4.31475330674759,4.92002411678744
13.2813263263635,9.14819335701099,4.0314783717871
9.24626296326824,0.815441896317331,4.71874463061432
14.901720345757,6.88158594826185,6.41982913036655
4.346826086926,5.0787808458676,2.01375312814964
8.73106460242486,5.23486797718026,4.70465038779555
5.39927482382206,7.45353711452485,3.79213795611291
13.0353743775152,5.61039882034276,6.94696758406752
7.02082208085088,4.61659838742927,2.7627248085356
5.49080935973228,3.86397472450801,4.90010129938187
8.61737520418375,4.44245042336409,3.13033863273463
6.85474860375982,2.48354097036844,2.30844306598333
8.27827494777002,2.53824606845476,3.45506398568513
5.89548016094012,5.2581351997974,2.39315447232711
5.1591390460044,4.4143083650054,4.27244619284583
13.8101361961259,7.31984707680735,7.02294401522857
10.3324167183647,7.01693962470409,6.00690600904333
11.4724750644666,3.36145774949777,5.17424672833561
3.51812313100466,3.23337515661163,1.88884868012132
11.5544163746513,6.9417999676826,5.62126310656755
4.05916410447818,2.38057982733517,4.01291155303491
2.54765114062099,0.664654533602529,-0.00522995779233426
5.11169542835346,3.67619395569799,2.27203784167773
10.4367257563028,7.61989651223692,5.08543694458598
11.8315382729402,6.52107870623915,7.32204571410923
8.69369731546336,5.50074627604678,4.04277657055462
11.1815350412544,5.48023888909224,4.98398090899943
7.75015872570531,3.87212052211188,3.73297475076775
7.24747869987732,3.48293028323796,1.08485032394381
7.92294870862529,4.15762407573446,3.48652560518905
14.2958847878905,6.27456816647154,5.74281075370008
4.82832610846524,1.31174010143773,1.70740615309677
10.7368831026778,2.69603228626984,6.11405893781876
8.70797295465056,2.98528671084164,6.38345681408943
8.81006393130888,7.73240905594353,3.78943835181487
10.3013265617061,5.81228190614306,5.3209956162879
8.64003532497522,5.59758380004437,6.26493649538982
7.49781413188246,6.67643873114925,4.09401422276088
3.0826563815291,2.08550137263892,2.17250024019673
8.34175560463975,2.04287638449445,2.60341742530273
7.01312602572079,0.519857461717636,4.46057076298281
9.27131808408478,4.78663164241512,4.37797283292267
9.54710583096704,3.75337519143155,6.60840130688896
5.51371222802725,5.53606783441529,2.81756538176327
3.7758111815951,5.12768559916513,1.83521252067127
8.84322708251214,3.09453133987536,3.61088069937042
3.88078055038775,5.39639540578174,1.60660957633001
10.7284304279484,2.77234181116236,5.07852502307181
7.12878283689373,4.80241563285696,3.55620116029459
8.75503621904701,6.64182183612369,2.9139782188717
9.16867497362332,2.80815672292637,3.3564507116888
9.47484803124264,4.93034819180469,5.71137495267566
9.14667890495116,1.03790674673069,4.44908988576758
8.9721569504533,4.11835591633514,3.3776265016019
3.89994584047585,3.33621430111958,3.0107743706685
6.08928330093443,3.21786401081198,2.62843958334523
5.79174314677564,2.87179900133143,1.43474646069953
6.97819180729459,1.75795571206149,4.03909053518332
10.3906479344212,5.88032989235056,5.02194542630326
7.83840050818806,5.25122252668269,4.55559155675753
5.81896854782806,6.14238660062731,2.6883234041112
5.79031183884504,2.29238250881788,3.23110938821423
8.32706731931094,5.33867555222605,3.20352785702214
2.56270381818706,3.0829934258609,2.57285505196317
5.57726962465855,2.08381707924111,3.60999944552774
10.605539706668,4.86865220962942,4.36850064293222
6.98575758194511,3.76090081725461,3.42209475722189
11.6137150105163,5.70939600289798,6.58510160995536
7.15157764717593,3.08401978324988,2.65978468620193
6.92156542604186,4.73802401994267,3.78156833878821
7.8752330449307,7.3726936575087,4.41021238164427
7.13067276417891,3.74699879578547,2.94505054813102
8.09298793923254,2.09728570355314,2.96190055618399
1.20188931427169,4.44873432812703,0.57525711274045
6.44498612917065,5.83523303992478,4.74203472314917
6.40113986717105,5.66332645621469,3.9996918259997
9.05076037728697,4.5868477232485,4.75087562364074
5.87812251443057,6.02434065369239,4.34222892272066
5.0806918764129,2.64902747017077,4.56934030280906
11.8267442272929,8.83207080758311,4.11594042141588
4.87851501196827,3.06464575388044,2.28161896414829
7.70678371152114,3.431231829994,4.44351754804077
3.23093755386557,2.43405226052289,1.03066288399055
9.46858911765075,4.84665724411748,3.82910574466097
7.2210297224387,4.95952013888157,4.18319205938257
5.43213886642503,0.961100582667261,3.75979454316069
13.2498741242277,6.59496777076484,6.99163318010951
